imei,slno,lon,lat
4,346,76.24484,10.12381
4,347,76.24476,10.12394
4,348,76.2446,10.12421
4,349,76.24434,10.12459
4,350,76.24426,10.12474
4,351,76.24424,10.12477
4,352,76.2442,10.12484
4,353,76.24414,10.12497
4,354,76.24409,10.12509
4,355,76.24399,10.12538
4,356,76.24398,10.12544
4,357,76.24392,10.12562
4,358,76.24383,10.12593
4,359,76.24369,10.12642
4,360,76.24359,10.12674
4,361,76.24359,10.12675
4,362,76.24352,10.12698
4,363,76.24348,10.12711
4,364,76.24343,10.12721
4,365,76.24343,10.12722
4,366,76.24339,10.12731
4,367,76.24337,10.12733
4,368,76.2433,10.12743
4,369,76.24321,10.12757
4,370,76.24313,10.12767
4,371,76.24308,10.12777
4,372,76.24304,10.12786
4,373,76.243,10.12802
4,374,76.2429,10.12832
4,375,76.24281,10.12857
4,376,76.24266,10.12897
4,377,76.24247,10.12942
4,378,76.24221,10.13002
4,379,76.24207,10.13032
4,380,76.24206,10.13035
4,381,76.24193,10.1306
4,382,76.24181,10.13082
4,383,76.24162,10.13116
4,384,76.24153,10.13134
4,385,76.2413,10.13179
4,386,76.24106,10.13226
4,387,76.24097,10.13245
4,388,76.24095,10.13249
4,389,76.2407,10.13293
4,390,76.24056,10.13318
4,391,76.24038,10.13351
4,392,76.24023,10.13378
4,393,76.24005,10.13409
4,394,76.23977,10.13459
4,395,76.23956,10.13498
4,396,76.23934,10.1354
4,397,76.2392,10.1357
4,398,76.23908,10.13593
4,399,76.23905,10.13599
4,400,76.23898,10.13613
4,401,76.2389,10.13631
4,402,76.2388,10.13651
4,403,76.23865,10.13678
4,404,76.2386,10.13687
4,405,76.23856,10.13694
4,406,76.23849,10.13708
4,407,76.2384,10.13722
4,408,76.23825,10.13746
4,409,76.23819,10.13754
4,410,76.23809,10.1377
4,411,76.23799,10.13783
4,412,76.23791,10.13798
4,413,76.23783,10.13818
4,414,76.2377,10.13853
4,415,76.23768,10.13858
4,416,76.23756,10.13893
4,417,76.23753,10.139
4,418,76.23752,10.13906
4,419,76.23751,10.13917
4,420,76.23751,10.13937
4,421,76.23752,10.13954
4,422,76.23751,10.13963
4,423,76.23747,10.13979
4,424,76.23746,10.13983
4,425,76.23733,10.14027
4,426,76.23732,10.14032
4,427,76.23727,10.14047
4,428,76.23698,10.14104
4,429,76.23692,10.14117
4,430,76.23688,10.14126
4,431,76.23682,10.14139
4,432,76.23679,10.14149
4,433,76.236786,10.141492
4,434,76.23678,10.14155
4,435,76.23678,10.14159
4,436,76.23671,10.14191
4,437,76.23667,10.14208
4,438,76.23665,10.14214
4,439,76.23662,10.14225
4,440,76.23656,10.14242
4,441,76.23652,10.14251
4,442,76.23639,10.14282
4,443,76.23624,10.14331
4,444,76.23619,10.14344
4,445,76.23618,10.14348
4,446,76.23614,10.14355
4,447,76.23603,10.14366
4,448,76.2356,10.14415
4,449,76.23539,10.14445
4,450,76.23519,10.14461
4,451,76.23516,10.14466
4,452,76.23516,10.14472
4,453,76.23517,10.14488
4,454,76.23525,10.14514
4,455,76.2352501,10.145142
4,456,76.23394,10.14509
4,457,76.2325,10.14503
4,458,76.23211,10.14499
4,459,76.2318,10.14493
4,460,76.23162,10.14485
4,461,76.23131,10.1448
4,462,76.23103,10.14479
4,463,76.2306,10.1448
4,464,76.23031,10.14479
4,465,76.23025,10.14479
4,466,76.22992,10.14477
4,467,76.22957,10.14478
4,468,76.2295688,10.1447779
4,469,76.22955,10.1449
4,470,76.22952,10.14507
4,471,76.22946,10.14532
4,472,76.22935,10.14563
4,473,76.22931,10.14575
4,474,76.22924,10.14594
4,475,76.22906,10.14631
4,476,76.22897,10.14662
4,477,76.22895,10.14667
4,478,76.22891,10.14694
4,479,76.22883,10.14731
4,480,76.22879,10.14761
4,481,76.22879,10.14765
4,482,76.22878,10.14801
4,483,76.2288,10.14841
4,484,76.2288,10.14854
4,485,76.22877,10.14868
4,486,76.2287688,10.1486836
4,487,76.22903,10.14873
4,488,76.22933,10.14878
4,489,76.22962,10.14883
4,490,76.2296237,10.1488262
4,491,76.22962,10.14886
4,492,76.22961,10.14892
4,493,76.22956,10.14927
4,494,76.22953,10.14962
4,495,76.22949,10.14982
4,496,76.22949,10.14994
4,497,76.2294857,10.1499409
5,1,76.3166772,9.9666138
5,2,76.31669,9.96656
5,3,76.31673,9.96642
5,4,76.31675,9.96633
5,5,76.31676,9.96627
5,6,76.31679,9.96618
5,7,76.31681,9.9661
5,8,76.31684,9.96599
5,9,76.3168361,9.9659937
5,10,76.31708,9.96603
5,11,76.31725,9.96604
5,12,76.31745,9.96604
5,13,76.3177,9.96604
5,14,76.31791,9.96603
5,15,76.31803,9.96603
5,16,76.31813,9.96603
5,17,76.3181273,9.9660307
5,18,76.31812,9.96609
5,19,76.3181224,9.9660942
5,20,76.3182,9.9661
5,21,76.3182,9.96655
5,22,76.31811,9.96749
5,23,76.31809,9.96829
5,24,76.31807,9.9684
5,25,76.31803,9.96899
5,26,76.31801,9.96926
5,27,76.31798,9.96973
5,28,76.31795,9.97017
5,29,76.31796,9.97036
5,30,76.31801,9.97052
5,31,76.31802,9.97059
5,32,76.31802,9.97073
5,33,76.31795,9.97142
5,34,76.31786,9.97238
5,35,76.31781,9.9728
5,36,76.31781,9.97288
5,37,76.31779,9.97301
5,38,76.3177,9.97391
5,39,76.31769,9.97402
5,40,76.31766,9.97431
5,41,76.31763,9.97461
5,42,76.31753,9.97556
5,43,76.3175,9.97578
5,44,76.31746,9.97601
5,45,76.31738,9.97678
5,46,76.31711,9.97935
5,47,76.31687,9.98107
5,48,76.31685,9.98115
5,49,76.31678,9.98162
5,50,76.31669,9.98238
5,51,76.31652,9.98349
5,52,76.31628,9.98483
5,53,76.31612,9.98576
5,54,76.31596,9.98683
5,55,76.31553,9.98926
5,56,76.31547,9.98967
5,57,76.31539,9.99007
5,58,76.31533,9.9905
5,59,76.31516,9.99164
5,60,76.31498,9.99272
5,61,76.31495,9.99294
5,62,76.31459,9.99496
5,63,76.31448,9.99568
5,64,76.31434,9.99639
5,65,76.31433,9.99644
5,66,76.31415,9.9976
5,67,76.3139,9.99911
5,68,76.31365,10.00067
5,69,76.3135,10.00148
5,70,76.3135041,10.0014794
5,71,76.31341,10.00147
5,72,76.31339,10.00167
5,73,76.31322,10.00288
5,74,76.31318,10.00303
5,75,76.31291,10.00474
5,76,76.312911,10.0047435
5,77,76.31288,10.00495
5,78,76.31286,10.00504
5,79,76.31312,10.0051
5,80,76.31323,10.00512
5,81,76.31335,10.00515
5,82,76.31363,10.00522
5,83,76.31372,10.00521
5,84,76.31393,10.00526
5,85,76.31418,10.00535
5,86,76.31434,10.00541
5,87,76.31443,10.00544
5,88,76.31448,10.00547
5,89,76.31467,10.00554
5,90,76.31468,10.00554
5,91,76.31488,10.00563
5,92,76.31502,10.00569
5,93,76.31514,10.00575
5,94,76.31525,10.0058
5,95,76.31535,10.00585
5,96,76.31541,10.00593
5,97,76.31543,10.00595
5,98,76.31545,10.00597
5,99,76.31546,10.006
5,100,76.31547,10.00602
5,101,76.31548,10.00606
5,102,76.31549,10.00609
5,103,76.3155,10.00611
5,104,76.31551,10.00641
5,105,76.31553,10.00678
5,106,76.31555,10.00696
5,107,76.31558,10.00709
5,108,76.31599,10.0082
5,109,76.316,10.00822
5,110,76.31606,10.00831
5,111,76.31611,10.00837
5,112,76.31629,10.00866
5,113,76.31637,10.00876
5,114,76.31644,10.00886
5,115,76.31654,10.00897
5,116,76.31661,10.00903
5,117,76.31669,10.00909
5,118,76.31674,10.00913
5,119,76.31685,10.00921
5,120,76.31702,10.00931
5,121,76.31717,10.00942
5,122,76.31722,10.00946
5,123,76.31748,10.00972
5,124,76.31751,10.00974
5,125,76.31757,10.00978
5,126,76.3176,10.00979
5,127,76.31764,10.00981
5,128,76.31787,10.00988
5,129,76.31802,10.00993
5,130,76.31814,10.00997
5,131,76.31832,10.01004
5,132,76.31858,10.01016
5,133,76.31862,10.01017
5,134,76.31866,10.01018
5,135,76.31869,10.01019
5,136,76.31873,10.01021
5,137,76.31878,10.01022
5,138,76.31892,10.01025
5,139,76.31906,10.01029
5,140,76.31914,10.01034
5,141,76.31914,10.01035
5,142,76.31918,10.01037
5,143,76.31939,10.01045
5,144,76.31992,10.01062
5,145,76.32013,10.01066
5,146,76.32039,10.01073
5,147,76.32041,10.01074
5,148,76.32063,10.0108
5,149,76.3208,10.01085
5,150,76.32105,10.01093
5,151,76.32116,10.01094
5,152,76.32129,10.011
5,153,76.32136,10.01103
5,154,76.32148,10.01109
5,155,76.32161,10.01114
5,156,76.32173,10.01121
5,157,76.32192,10.01129
5,158,76.32208,10.01135
5,159,76.32231,10.01145
5,160,76.32248,10.01152
5,161,76.32266,10.01159
5,162,76.3229,10.01175
5,163,76.32322,10.01184
5,164,76.32326,10.01185
5,165,76.32337,10.01188
5,166,76.32341,10.01188
5,167,76.32346,10.01189
5,168,76.32354,10.0119
5,169,76.32358,10.01191
5,170,76.32372,10.01193
5,171,76.32385,10.01196
5,172,76.32397,10.01197
5,173,76.32412,10.01198
5,174,76.32422,10.01199
5,175,76.32436,10.01202
5,176,76.32443,10.01201
5,177,76.32454,10.01202
5,178,76.3248,10.01205
5,179,76.32499,10.01209
5,180,76.32511,10.01212
5,181,76.32546,10.01218
5,182,76.3258,10.01225
5,183,76.32595,10.01228
5,184,76.32628,10.01237
5,185,76.32664,10.01244
5,186,76.3269,10.01249
5,187,76.32716,10.01252
5,188,76.32726,10.01253
5,189,76.32744,10.01256
5,190,76.32767,10.01259
5,191,76.32796,10.01264
5,192,76.3281,10.01266
5,193,76.32822,10.01271
5,194,76.32844,10.0128
5,195,76.32903,10.013
5,196,76.32923,10.01307
5,197,76.32937,10.01312
5,198,76.32944,10.01314
5,199,76.32964,10.01319
5,200,76.32968,10.0132
5,201,76.32984,10.01325
5,202,76.33003,10.01329
5,203,76.33007,10.0133
5,204,76.33021,10.0133
5,205,76.33034,10.0133
5,206,76.33044,10.0133
5,207,76.33049,10.0133
5,208,76.33054,10.01331
5,209,76.33061,10.01331
5,210,76.33071,10.01332
5,211,76.33083,10.01333
5,212,76.33103,10.01338
5,213,76.33121,10.01342
5,214,76.33136,10.01346
5,215,76.33138,10.01347
5,216,76.33158,10.01354
5,217,76.33173,10.01361
5,218,76.33183,10.01365
5,219,76.33192,10.01369
5,220,76.3323,10.01383
5,221,76.33247,10.01389
5,222,76.33259,10.01392
5,223,76.33286,10.01402
5,224,76.33303,10.01407
5,225,76.33321,10.01412
5,226,76.33354,10.01423
5,227,76.33383,10.01434
5,228,76.334,10.01438
5,229,76.33407,10.0144
5,230,76.33416,10.01443
5,231,76.33424,10.01446
5,232,76.3343,10.01448
5,233,76.33493,10.01482
5,234,76.33533,10.01503
5,235,76.3356,10.01519
5,236,76.33567,10.01524
5,237,76.33575,10.0153
5,238,76.33612,10.01509
5,239,76.33618,10.01508
5,240,76.3362,10.01508
5,241,76.33623,10.01508
5,242,76.33626,10.01508
5,243,76.33632,10.01509
5,244,76.33638,10.0151
5,245,76.33647,10.01511
5,246,76.33656,10.01512
5,247,76.33683,10.01515
5,248,76.33697,10.01517
5,249,76.33703,10.01518
5,250,76.33709,10.01518
5,251,76.33716,10.01518
5,252,76.33721,10.01518
5,253,76.33738,10.01515
5,254,76.3375,10.01512
5,255,76.33781,10.01501
5,256,76.33813,10.01491
5,257,76.3382,10.0149
5,258,76.33832,10.01489
5,259,76.33839,10.01488
5,260,76.33847,10.01489
5,261,76.33856,10.0149
5,262,76.3386,10.01491
5,263,76.3387,10.01495
5,264,76.33884,10.01501
5,265,76.3389,10.01503
5,266,76.33898,10.01507
5,267,76.33928,10.01518
5,268,76.33993,10.01545
5,269,76.33996,10.01546
5,270,76.34021,10.01553
5,271,76.34051,10.01557
5,272,76.34128,10.01575
5,273,76.34147,10.01579
5,274,76.34154,10.01585
5,275,76.34162,10.01589
5,276,76.34171,10.01596
5,277,76.34178,10.01604
5,278,76.34188,10.01613
5,279,76.3418759,10.0161344
5,280,76.34195,10.01635
5,281,76.34203,10.01659
5,282,76.34207,10.01668
5,283,76.34213,10.01681
5,284,76.34221,10.01699
5,285,76.34227,10.01713
5,286,76.34237,10.01728
5,287,76.34239,10.01731
5,288,76.34249,10.01746
5,289,76.34254,10.01754
5,290,76.34259,10.01762
5,291,76.34264,10.01768
5,292,76.34279,10.01788
5,293,76.34287,10.01792
5,294,76.34293,10.01807
5,295,76.34298,10.01819
5,296,76.3429816,10.018188
5,297,76.34309,10.01817
5,298,76.3432,10.01817
5,299,76.34334,10.0182
5,300,76.34342,10.01823
5,301,76.3435,10.01826
5,302,76.34431,10.01858
5,303,76.3443082,10.0185772
5,304,76.34455,10.01843
5,305,76.34479,10.01825
5,306,76.34483,10.01821
5,307,76.34487,10.01816
5,308,76.34494,10.01806
5,309,76.3449449,10.01806
5,310,76.34504,10.01802
5,311,76.34511,10.018
5,312,76.34518,10.01799
5,313,76.34525,10.01799
5,314,76.34539,10.018
5,315,76.34548,10.01801
5,316,76.34557,10.01802
5,317,76.34566,10.01804
5,318,76.34629,10.01799
5,319,76.3467,10.01793
5,320,76.34721,10.01787
5,321,76.34764,10.01784
5,322,76.34815,10.01782
5,323,76.34886,10.01782
5,324,76.34959,10.01795
5,325,76.34976,10.01799
5,326,76.3497625,10.0179852
5,327,76.34987,10.01802
5,328,76.35101,10.01803
5,329,76.3510116,10.0180323
5,330,76.35108,10.01804
5,331,76.35148,10.01806
5,332,76.35165,10.01808
5,333,76.3519,10.01824
5,334,76.35204,10.01833
5,335,76.35214,10.01842
5,336,76.35246,10.01868
5,337,76.35283,10.01912
5,338,76.35306,10.01948
5,339,76.35308,10.01956
5,340,76.3531,10.01959
5,341,76.35311,10.01964
5,342,76.35312,10.01968
5,343,76.35313,10.01973
5,344,76.35314,10.01978
5,345,76.35314,10.01983
5,346,76.35314,10.01986
5,347,76.35314,10.01989
5,348,76.35313,10.01992
5,349,76.35312,10.02
5,350,76.3531,10.02005
5,351,76.35308,10.0201
5,352,76.35302,10.02025
5,353,76.35286,10.02057
5,354,76.35282,10.02065
5,355,76.35282,10.02066
5,356,76.35281,10.02071
5,357,76.35279,10.02078
5,358,76.35279,10.02085
5,359,76.35279,10.02093
5,360,76.3528,10.021
5,361,76.3528,10.02101
5,362,76.35281,10.02105
5,363,76.35286,10.02114
5,364,76.35287,10.02117
5,365,76.35289,10.0212
5,366,76.35291,10.02122
5,367,76.35292,10.02124
5,368,76.35293,10.02125
5,369,76.35295,10.02126
5,370,76.35297,10.02128
5,371,76.35351,10.02157
5,372,76.35363,10.02164
5,373,76.35373,10.02172
5,374,76.35384,10.02183
5,375,76.35392,10.02195
5,376,76.35405,10.02219
5,377,76.35407,10.02222
5,378,76.35414,10.02246
5,379,76.35418,10.02262
5,380,76.3542,10.02266
5,381,76.35422,10.0227
5,382,76.35425,10.02273
5,383,76.35427,10.02275
5,384,76.35429,10.02277
5,385,76.35432,10.02278
5,386,76.35434,10.02279
5,387,76.35439,10.0228
5,388,76.35445,10.0228
5,389,76.35488,10.02274
5,390,76.35492,10.02276
5,391,76.35498,10.0228
5,392,76.35503,10.02283
5,393,76.3551,10.0229
5,394,76.35519,10.02302
5,395,76.35565,10.0236
5,396,76.35594,10.02395
5,397,76.35601,10.02408
5,398,76.35607,10.02418
5,399,76.35654,10.02461
5,400,76.35657,10.02464
5,401,76.35665,10.02473
5,402,76.3569,10.02504
5,403,76.35719,10.02545
5,404,76.35722,10.02552
5,405,76.35727,10.02565
5,406,76.35731,10.02577
5,407,76.35731,10.02578
5,408,76.35734,10.02584
5,409,76.35737,10.02589
5,410,76.3574,10.02592
5,411,76.35742,10.02594
5,412,76.35743,10.02596
5,413,76.35761,10.02617
5,414,76.35776,10.02639
5,415,76.3578,10.02643
5,416,76.35788,10.02652
5,417,76.35798,10.0266
5,418,76.35822,10.02676
5,419,76.35841,10.02686
5,420,76.35859,10.02695
5,421,76.35878,10.02701
5,422,76.35897,10.02707
5,423,76.35914,10.02713
5,424,76.35931,10.02718
5,425,76.35934,10.02719
5,426,76.35954,10.02723
5,427,76.35958,10.02724
5,428,76.3598,10.02726
5,429,76.36001,10.02722
5,430,76.36027,10.02716
5,431,76.36066,10.02707
5,432,76.36084,10.02702
5,433,76.361,10.02696
5,434,76.36133,10.0268
5,435,76.36197,10.02653
5,436,76.36252,10.02623
5,437,76.36271,10.02612
5,438,76.36283,10.02604
5,439,76.36298,10.0259
5,440,76.3631,10.02578
5,441,76.36312,10.02576
5,442,76.36322,10.02568
5,443,76.36342,10.02555
5,444,76.36358,10.02545
5,445,76.36372,10.02538
5,446,76.36398,10.02528
5,447,76.36407,10.02527
5,448,76.36425,10.02526
5,449,76.36511,10.02523
5,450,76.36535,10.02521
5,451,76.36546,10.0252
5,452,76.36555,10.02519
5,453,76.36564,10.02519
5,454,76.36571,10.0252
5,455,76.36578,10.02521
5,456,76.36587,10.02522
5,457,76.366,10.02525
5,458,76.36609,10.02529
5,459,76.3662,10.02533
5,460,76.36631,10.02538
5,461,76.36634,10.02539
5,462,76.36646,10.02547
5,463,76.36688,10.02584
5,464,76.36709,10.02609
5,465,76.36716,10.02618
5,466,76.36722,10.02627
5,467,76.36735,10.02641
5,468,76.36746,10.02653
5,469,76.36756,10.0266
5,470,76.36761,10.02664
5,471,76.36766,10.02666
5,472,76.3677,10.02668
5,473,76.36771,10.02668
5,474,76.36777,10.0267
5,475,76.36781,10.0267
5,476,76.36784,10.02671
5,477,76.36789,10.02671
5,478,76.368,10.02669
5,479,76.36812,10.02668
5,480,76.36836,10.02665
5,481,76.36847,10.02664
5,482,76.36859,10.02663
5,483,76.36872,10.02665
5,484,76.3688,10.02666
5,485,76.36909,10.02669
5,486,76.36925,10.02672
5,487,76.36937,10.02673
5,488,76.36996,10.02677
5,489,76.37007,10.02678
5,490,76.37015,10.02681
5,491,76.37036,10.02734
5,492,76.37041,10.02756
5,493,76.37043,10.02793
5,494,76.37042,10.02802
5,495,76.37042,10.02819
5,496,76.3704,10.02847
5,497,76.37032,10.02887
5,498,76.37033,10.02913
5,499,76.37035,10.02964
5,500,76.37037,10.02982
5,501,76.37037,10.02984
5,502,76.37042,10.02998
5,503,76.37046,10.03006
5,504,76.37051,10.03019
5,505,76.37057,10.0303
5,506,76.37073,10.03046
5,507,76.37095,10.03059
5,508,76.37099,10.03061
5,509,76.37132,10.0307
5,510,76.37156,10.03072
5,511,76.37175,10.03073
5,512,76.37189,10.03074
5,513,76.37214,10.03069
5,514,76.3724,10.03059
5,515,76.37265,10.03053
5,516,76.37294,10.0305
5,517,76.37321,10.03051
5,518,76.37338,10.03051
5,519,76.37363,10.03051
5,520,76.37405,10.03052
5,521,76.37442,10.03053
5,522,76.37476,10.03056
5,523,76.37499,10.03059
5,524,76.37513,10.03059
5,525,76.3755,10.03061
5,526,76.37579,10.03063
5,527,76.3759,10.03064
5,528,76.37638,10.03069
5,529,76.37646,10.0307
5,530,76.37654,10.0307
5,531,76.37707,10.03069
5,532,76.37753,10.03069
5,533,76.37767,10.03067
5,534,76.37774,10.03065
5,535,76.37849,10.03054
5,536,76.37889,10.03049
5,537,76.37921,10.03046
5,538,76.37962,10.03042
5,539,76.38009,10.03036
5,540,76.38045,10.03032
5,541,76.38148,10.03016
5,542,76.38234,10.03
5,543,76.38312,10.02987
5,544,76.38392,10.02974
5,545,76.38457,10.02962
5,546,76.38559,10.02937
5,547,76.38645,10.02919
5,548,76.3867,10.02914
5,549,76.38683,10.02913
5,550,76.38686,10.02913
5,551,76.38701,10.02916
5,552,76.38716,10.02921
5,553,76.38733,10.02929
5,554,76.38743,10.02936
5,555,76.38753,10.02943
5,556,76.38768,10.02954
5,557,76.38785,10.02965
5,558,76.3879,10.02968
5,559,76.38799,10.02972
5,560,76.38812,10.02976
5,561,76.38823,10.02978
5,562,76.3883,10.02979
5,563,76.38838,10.02978
5,564,76.38845,10.02978
5,565,76.38856,10.02978
5,566,76.38925,10.02973
5,567,76.38932,10.02972
5,568,76.3894,10.02971
5,569,76.38949,10.0297
5,570,76.38956,10.02967
5,571,76.38964,10.02965
5,572,76.38984,10.02958
5,573,76.39023,10.02949
5,574,76.39049,10.02942
5,575,76.39071,10.02935
5,576,76.39079,10.02931
5,577,76.39088,10.02925
5,578,76.39102,10.02917
5,579,76.39117,10.02907
5,580,76.39141,10.0289
5,581,76.39156,10.02881
5,582,76.39166,10.02876
5,583,76.39178,10.02871
5,584,76.39206,10.02866
5,585,76.39229,10.02863
5,586,76.3926,10.02858
5,587,76.39266,10.02857
5,588,76.39277,10.02855
5,589,76.39288,10.02851
5,590,76.3933,10.02833
5,591,76.3933011,10.0283262
5,592,76.39339,10.02828
5,593,76.39332,10.02816
5,594,76.39328,10.0281
5,595,76.39324,10.02809
5,596,76.39321,10.02799
5,597,76.39318,10.02797
5,598,76.39314,10.02794
5,599,76.39311,10.02793
5,600,76.39306,10.02793
5,601,76.39295,10.02794
5,602,76.39278,10.02798
5,603,76.3925,10.02804
5,604,76.39237,10.02806
5,605,76.3923,10.02804
5,606,76.39227,10.028
5,607,76.39227,10.02794
5,608,76.39234,10.0279
5,609,76.39251,10.02784
5,610,76.39266,10.02779
5,611,76.39278,10.02773
5,612,76.39284,10.02768
5,613,76.39291,10.02756
5,614,76.39294,10.02745
5,615,76.393,10.02716
5,616,76.39309,10.02699
5,617,76.39313,10.02687
5,618,76.39325,10.02667
5,619,76.39339,10.02651
5,620,76.39339,10.02643
5,621,76.39337,10.02635
5,622,76.39329,10.02625
5,623,76.39316,10.02615
5,624,76.39307,10.02609
5,625,76.39285,10.02579
5,626,76.3928535,10.0257943
5,627,76.39211,10.026
5,628,76.3921094,10.0259979
6,1,76.3166772,9.9666138
6,2,76.31669,9.96656
6,3,76.31673,9.96642
6,4,76.31675,9.96633
6,5,76.31676,9.96627
6,6,76.31679,9.96618
6,7,76.31681,9.9661
6,8,76.31684,9.96599
6,9,76.3168361,9.9659937
6,10,76.31708,9.96603
6,11,76.31725,9.96604
6,12,76.31745,9.96604
6,13,76.3177,9.96604
6,14,76.31791,9.96603
6,15,76.31803,9.96603
6,16,76.31813,9.96603
6,17,76.3181273,9.9660307
6,18,76.31812,9.96609
6,19,76.3181224,9.9660942
6,20,76.3182,9.9661
6,21,76.3182,9.96655
6,22,76.31811,9.96749
6,23,76.31809,9.96829
6,24,76.31807,9.9684
6,25,76.31803,9.96899
6,26,76.31801,9.96926
6,27,76.31798,9.96973
6,28,76.31795,9.97017
6,29,76.31796,9.97036
6,30,76.31801,9.97052
6,31,76.31802,9.97059
6,32,76.31802,9.97073
6,33,76.31795,9.97142
6,34,76.31786,9.97238
6,35,76.31781,9.9728
6,36,76.31781,9.97288
6,37,76.31779,9.97301
6,38,76.3177,9.97391
6,39,76.31769,9.97402
6,40,76.31766,9.97431
6,41,76.31763,9.97461
6,42,76.31753,9.97556
6,43,76.3175,9.97578
6,44,76.31746,9.97601
6,45,76.31738,9.97678
6,46,76.31711,9.97935
6,47,76.31687,9.98107
6,48,76.31685,9.98115
6,49,76.31678,9.98162
6,50,76.31669,9.98238
6,51,76.31652,9.98349
6,52,76.31628,9.98483
6,53,76.31612,9.98576
6,54,76.31596,9.98683
6,55,76.31553,9.98926
6,56,76.31547,9.98967
6,57,76.31539,9.99007
6,58,76.31533,9.9905
6,59,76.31516,9.99164
6,60,76.31498,9.99272
6,61,76.31495,9.99294
6,62,76.31459,9.99496
6,63,76.31448,9.99568
6,64,76.31434,9.99639
6,65,76.31433,9.99644
6,66,76.31415,9.9976
6,67,76.3139,9.99911
6,68,76.31365,10.00067
6,69,76.3135,10.00148
6,70,76.3135041,10.0014794
6,71,76.31341,10.00147
6,72,76.31339,10.00167
6,73,76.31322,10.00288
6,74,76.31318,10.00303
6,75,76.31291,10.00474
6,76,76.312911,10.0047435
6,77,76.31288,10.00495
6,78,76.31286,10.00504
6,79,76.31312,10.0051
6,80,76.31323,10.00512
6,81,76.31335,10.00515
6,82,76.31363,10.00522
6,83,76.31372,10.00521
6,84,76.31393,10.00526
6,85,76.31418,10.00535
6,86,76.31434,10.00541
6,87,76.31443,10.00544
6,88,76.31448,10.00547
6,89,76.31467,10.00554
6,90,76.31468,10.00554
6,91,76.31488,10.00563
6,92,76.31502,10.00569
6,93,76.31514,10.00575
6,94,76.31525,10.0058
6,95,76.31535,10.00585
6,96,76.31541,10.00593
6,97,76.31543,10.00595
6,98,76.31545,10.00597
6,99,76.31546,10.006
6,100,76.31547,10.00602
6,101,76.31548,10.00606
6,102,76.31549,10.00609
6,103,76.3155,10.00611
6,104,76.31551,10.00641
6,105,76.31553,10.00678
6,106,76.31555,10.00696
6,107,76.31558,10.00709
6,108,76.31599,10.0082
6,109,76.316,10.00822
6,110,76.31606,10.00831
6,111,76.31611,10.00837
6,112,76.31629,10.00866
6,113,76.31637,10.00876
6,114,76.31644,10.00886
6,115,76.31654,10.00897
6,116,76.31661,10.00903
6,117,76.31669,10.00909
6,118,76.31674,10.00913
6,119,76.31685,10.00921
6,120,76.31702,10.00931
6,121,76.31717,10.00942
6,122,76.31722,10.00946
6,123,76.31748,10.00972
6,124,76.31751,10.00974
6,125,76.31757,10.00978
6,126,76.3176,10.00979
6,127,76.31764,10.00981
6,128,76.31787,10.00988
6,129,76.31802,10.00993
6,130,76.31814,10.00997
6,131,76.31832,10.01004
6,132,76.31858,10.01016
6,133,76.31862,10.01017
6,134,76.31866,10.01018
6,135,76.31869,10.01019
6,136,76.31873,10.01021
6,137,76.31878,10.01022
6,138,76.31892,10.01025
6,139,76.31906,10.01029
6,140,76.31914,10.01034
6,141,76.31914,10.01035
6,142,76.31918,10.01037
6,143,76.31939,10.01045
6,144,76.31992,10.01062
6,145,76.32013,10.01066
6,146,76.32039,10.01073
6,147,76.32041,10.01074
6,148,76.32063,10.0108
6,149,76.3208,10.01085
6,150,76.32105,10.01093
6,151,76.32116,10.01094
6,152,76.32129,10.011
6,153,76.32136,10.01103
6,154,76.32148,10.01109
6,155,76.32161,10.01114
6,156,76.32173,10.01121
6,157,76.32192,10.01129
6,158,76.32208,10.01135
6,159,76.32231,10.01145
6,160,76.32248,10.01152
6,161,76.32266,10.01159
6,162,76.3229,10.01175
6,163,76.32322,10.01184
6,164,76.32326,10.01185
6,165,76.32337,10.01188
6,166,76.32341,10.01188
6,167,76.32346,10.01189
6,168,76.32354,10.0119
6,169,76.32358,10.01191
6,170,76.32372,10.01193
6,171,76.32385,10.01196
6,172,76.32397,10.01197
6,173,76.32412,10.01198
6,174,76.32422,10.01199
6,175,76.32436,10.01202
6,176,76.32443,10.01201
6,177,76.32454,10.01202
6,178,76.3248,10.01205
6,179,76.32499,10.01209
6,180,76.32511,10.01212
6,181,76.32546,10.01218
6,182,76.3258,10.01225
6,183,76.32595,10.01228
6,184,76.32628,10.01237
6,185,76.32664,10.01244
6,186,76.3269,10.01249
6,187,76.32716,10.01252
6,188,76.32726,10.01253
6,189,76.32744,10.01256
6,190,76.32767,10.01259
6,191,76.32796,10.01264
6,192,76.3281,10.01266
6,193,76.32822,10.01271
6,194,76.32844,10.0128
6,195,76.32903,10.013
6,196,76.32923,10.01307
6,197,76.32937,10.01312
6,198,76.32944,10.01314
6,199,76.32964,10.01319
6,200,76.32968,10.0132
6,201,76.32984,10.01325
6,202,76.33003,10.01329
6,203,76.33007,10.0133
6,204,76.33021,10.0133
6,205,76.33034,10.0133
6,206,76.33044,10.0133
6,207,76.33049,10.0133
6,208,76.33054,10.01331
6,209,76.33061,10.01331
6,210,76.33071,10.01332
6,211,76.33083,10.01333
6,212,76.33103,10.01338
6,213,76.33121,10.01342
6,214,76.33136,10.01346
6,215,76.33138,10.01347
6,216,76.33158,10.01354
6,217,76.33173,10.01361
