imei,order,lon,lat
imei-9,59,76.31516,9.99164
imei-10,59,76.35312,10.01968
imei-11,59,76.34982,10.10657
imei-12,59,76.36745,10.16237
imei-13,59,76.31494,10.02716
imei-14,59,76.33865,10.02409
imei-1,60,76.26877,10.08571
imei-2,60,76.24579,10.12326
imei-3,60,76.46011,10.02328
imei-4,60,76.5164,10.03764
imei-5,60,76.236786,10.141492
imei-6,60,76.26399,10.10051
imei-7,60,76.28492,9.9873
imei-8,60,76.32499,10.01209
imei-9,60,76.31498,9.99272
imei-10,60,76.35311,10.01964
imei-11,60,76.34979,10.10684
imei-12,60,76.36716,10.16236
imei-13,60,76.31497,10.02718
imei-14,60,76.33857,10.02419
imei-1,61,76.26876,10.0858
imei-2,61,76.24592,10.12332
imei-3,61,76.46027,10.02327
imei-4,61,76.51638,10.03756
imei-5,61,76.23682,10.14139
imei-6,61,76.26392,10.1007
imei-7,61,76.28506,9.98743
imei-8,61,76.3248,10.01205
imei-9,61,76.31495,9.99294
imei-10,61,76.3531,10.01959
imei-11,61,76.34979,10.10697
imei-12,61,76.36698,10.16234
imei-13,61,76.31506,10.02724
imei-14,61,76.33851,10.02428
imei-1,62,76.26875,10.08588
imei-2,62,76.24607,10.12339
imei-3,62,76.46049,10.02325
imei-4,62,76.51637,10.03742
imei-5,62,76.23688,10.14126
imei-6,62,76.2639,10.10076
imei-7,62,76.28521,9.98757
imei-8,62,76.32454,10.01202
imei-9,62,76.31459,9.99496
imei-10,62,76.35308,10.01956
imei-11,62,76.34976,10.10712
imei-12,62,76.36671,10.16232
imei-13,62,76.31509,10.02726
imei-14,62,76.33844,10.02438
imei-1,63,76.26874,10.08591
imei-2,63,76.2463,10.12347
imei-3,63,76.46064,10.02323
imei-4,63,76.51638,10.03716
imei-5,63,76.23692,10.14117
imei-6,63,76.26386,10.1009
imei-7,63,76.28533,9.98769
imei-8,63,76.32443,10.01201
imei-9,63,76.31448,9.99568
imei-10,63,76.35306,10.01948
imei-11,63,76.34976,10.10713
imei-12,63,76.36655,10.1623
imei-13,63,76.3152,10.02734
imei-14,63,76.33838,10.02448
imei-1,64,76.26873,10.08594
imei-2,64,76.2465,10.12353
imei-3,64,76.46079,10.02322
imei-4,64,76.51638,10.03708
imei-5,64,76.23698,10.14104
imei-6,64,76.26376,10.1013
imei-7,64,76.28545,9.98783
imei-8,64,76.32436,10.01202
imei-9,64,76.31434,9.99639
imei-10,64,76.35283,10.01912
imei-11,64,76.34973,10.10726
imei-12,64,76.36643,10.16227
imei-13,64,76.31529,10.0274
imei-14,64,76.33833,10.02456
imei-1,65,76.26872,10.08597
imei-2,65,76.24669,10.1236
imei-3,65,76.46098,10.02323
imei-4,65,76.51638,10.03703
imei-5,65,76.23727,10.14047
imei-6,65,76.26368,10.10157
imei-7,65,76.28559,9.98799
imei-8,65,76.32422,10.01199
imei-9,65,76.31433,9.99644
imei-10,65,76.35246,10.01868
imei-11,65,76.34971,10.10738
imei-12,65,76.36626,10.16223
imei-13,65,76.31544,10.02752
imei-14,65,76.33827,10.02469
imei-1,66,76.2687,10.08602
imei-2,66,76.24693,10.12368
imei-3,66,76.46118,10.02326
imei-4,66,76.51638,10.037
imei-5,66,76.23732,10.14032
imei-6,66,76.26362,10.10182
imei-7,66,76.28569,9.9881
imei-8,66,76.32412,10.01198
imei-9,66,76.31415,9.9976
imei-10,66,76.35214,10.01842
imei-11,66,76.34956,10.10806
imei-12,66,76.36591,10.16215
imei-13,66,76.31553,10.0276
imei-14,66,76.33817,10.02487
imei-1,67,76.26862,10.08618
imei-2,67,76.24718,10.12375
imei-3,67,76.4615,10.02334
imei-4,67,76.51638,10.03697
imei-5,67,76.23733,10.14027
imei-6,67,76.26361,10.10184
imei-7,67,76.28584,9.98828
imei-8,67,76.32397,10.01197
imei-9,67,76.3139,9.99911
imei-10,67,76.35204,10.01833
imei-11,67,76.34952,10.10821
imei-12,67,76.36564,10.16207
imei-13,67,76.31557,10.02763
imei-14,67,76.33806,10.02512
imei-1,68,76.26847,10.08646
imei-2,68,76.24732,10.12378
imei-3,68,76.46186,10.02342
imei-4,68,76.51637,10.03694
imei-5,68,76.23746,10.13983
imei-6,68,76.26349,10.10228
imei-7,68,76.28593,9.9884
imei-8,68,76.32385,10.01196
imei-9,68,76.31365,10.00067
imei-10,68,76.3519,10.01824
imei-11,68,76.34937,10.10893
imei-12,68,76.36465,10.16179
imei-13,68,76.31562,10.02766
imei-14,68,76.3379,10.02548
imei-1,69,76.26846,10.08648
imei-2,69,76.24752,10.12384
imei-3,69,76.46195,10.02344
imei-4,69,76.51636,10.03692
imei-5,69,76.23747,10.13979
imei-6,69,76.26345,10.10244
imei-7,69,76.28599,9.98851
imei-8,69,76.32372,10.01193
imei-9,69,76.3135,10.00148
imei-10,69,76.35165,10.01808
imei-11,69,76.34932,10.10912
imei-12,69,76.36426,10.16168
imei-13,69,76.31569,10.02772
imei-14,69,76.33774,10.0258
imei-1,70,76.26838,10.08666
imei-2,70,76.2478,10.12391
imei-3,70,76.46208,10.02347
imei-4,70,76.51635,10.03689
imei-5,70,76.23751,10.13963
imei-6,70,76.26344,10.1025
imei-7,70,76.28611,9.98871
imei-8,70,76.32358,10.01191
imei-9,70,76.3135041,10.0014794
imei-10,70,76.35148,10.01806
imei-11,70,76.34929,10.10927
imei-12,70,76.36379,10.16153
imei-13,70,76.31572,10.02773
imei-14,70,76.33754,10.02623
imei-1,71,76.26822,10.08705
imei-2,71,76.24842,10.12406
imei-3,71,76.46219,10.02346
imei-4,71,76.51628,10.03675
imei-5,71,76.23752,10.13954
imei-6,71,76.26343,10.10258
imei-7,71,76.28613,9.98875
imei-8,71,76.32354,10.0119
imei-9,71,76.31341,10.00147
imei-10,71,76.35108,10.01804
imei-11,71,76.34925,10.10939
imei-12,71,76.36332,10.16138
imei-13,71,76.31576,10.02776
imei-14,71,76.33726,10.02682
imei-1,72,76.26812,10.08729
imei-2,72,76.24894,10.1242
imei-3,72,76.46229,10.02346
imei-4,72,76.51606,10.03635
imei-5,72,76.23751,10.13937
imei-6,72,76.26343,10.10266
imei-7,72,76.28615,9.98879
imei-8,72,76.32346,10.01189
imei-9,72,76.31339,10.00167
imei-10,72,76.3510116,10.0180323
imei-11,72,76.3492,10.10954
imei-12,72,76.3627,10.1612
imei-13,72,76.31599,10.02786
imei-14,72,76.33709,10.02717
imei-1,73,76.26807,10.08745
imei-2,73,76.24952,10.12432
imei-3,73,76.4624,10.02344
imei-4,73,76.51597,10.0362
imei-5,73,76.23751,10.13917
imei-6,73,76.26343,10.10268
imei-7,73,76.28617,9.98883
imei-8,73,76.32341,10.01188
imei-9,73,76.31322,10.00288
imei-10,73,76.35101,10.01803
imei-11,73,76.34905,10.10998
imei-12,73,76.36221,10.16105
imei-13,73,76.31602,10.02788
imei-14,73,76.33709,10.02718
imei-1,74,76.26807,10.08746
imei-2,74,76.24986,10.12439
imei-3,74,76.46251,10.02341
imei-4,74,76.5158,10.03593
imei-5,74,76.23752,10.13906
imei-6,74,76.26344,10.10287
imei-7,74,76.2862,9.98888
imei-8,74,76.32337,10.01188
imei-9,74,76.31318,10.00303
imei-10,74,76.34987,10.01802
imei-11,74,76.34893,10.11031
imei-12,74,76.36209,10.16101
imei-13,74,76.31606,10.02789
imei-14,74,76.3369,10.02759
imei-1,75,76.26803,10.08762
imei-2,75,76.24993,10.12438
imei-3,75,76.46273,10.02335
imei-4,75,76.51569,10.03581
imei-5,75,76.23753,10.139
imei-6,75,76.26346,10.10296
imei-7,75,76.28643,9.98926
imei-8,75,76.32326,10.01185
imei-9,75,76.31291,10.00474
imei-10,75,76.3497625,10.0179852
imei-11,75,76.34883,10.11056
imei-12,75,76.36196,10.16096
imei-13,75,76.3161,10.02792
imei-14,75,76.33687,10.02765
imei-1,76,76.26789,10.08809
imei-2,76,76.25013,10.12443
imei-3,76,76.46293,10.02328
imei-4,76,76.51564,10.03575
imei-5,76,76.23756,10.13893
imei-6,76,76.26347,10.103
imei-7,76,76.28653,9.98942
imei-8,76,76.32322,10.01184
imei-9,76,76.312911,10.0047435
imei-10,76,76.34976,10.01799
imei-11,76,76.34874,10.11072
imei-12,76,76.36168,10.1608
imei-13,76,76.3162,10.02798
imei-14,76,76.33674,10.02791
imei-1,77,76.26771,10.08866
imei-2,77,76.25025,10.12445
imei-3,77,76.46324,10.02319
imei-4,77,76.5155,10.0356
imei-5,77,76.23768,10.13858
imei-6,77,76.2635,10.10314
imei-7,77,76.28697,9.99003
imei-8,77,76.3229,10.01175
imei-9,77,76.31288,10.00495
imei-10,77,76.34959,10.01795
imei-11,77,76.34871,10.1108
imei-12,77,76.36149,10.16067
imei-13,77,76.31624,10.02801
imei-14,77,76.33658,10.02823
imei-1,78,76.2677,10.08868
imei-2,78,76.25034,10.12446
imei-3,78,76.46339,10.02314
imei-4,78,76.51545,10.03554
imei-5,78,76.2377,10.13853
imei-6,78,76.26357,10.10346
imei-7,78,76.28739,9.99063
imei-8,78,76.32266,10.01159
imei-9,78,76.31286,10.00504
imei-10,78,76.34886,10.01782
imei-11,78,76.34865,10.1109
imei-12,78,76.36119,10.16043
imei-13,78,76.31632,10.02807
imei-14,78,76.33648,10.02846
imei-1,79,76.26763,10.08886
imei-2,79,76.25048,10.12446
imei-3,79,76.46347,10.02311
imei-4,79,76.51538,10.03547
imei-5,79,76.23783,10.13818
imei-6,79,76.2636,10.10358
imei-7,79,76.28745,9.99069
imei-8,79,76.32248,10.01152
imei-9,79,76.31312,10.0051
imei-10,79,76.34815,10.01782
imei-11,79,76.34845,10.11124
imei-12,79,76.36112,10.16037
imei-13,79,76.3164,10.02814
imei-14,79,76.33641,10.02863
imei-1,80,76.26756,10.08905
imei-2,80,76.25059,10.12445
imei-3,80,76.46352,10.02308
imei-4,80,76.51534,10.0354
imei-5,80,76.23791,10.13798
imei-6,80,76.2636,10.10366
imei-7,80,76.2875,9.99076
imei-8,80,76.32231,10.01145
imei-9,80,76.31323,10.00512
imei-10,80,76.34764,10.01784
imei-11,80,76.3484524,10.1112373
imei-12,80,76.361,10.16028
imei-13,80,76.31649,10.02821
imei-14,80,76.33636,10.02878
imei-1,81,76.26749,10.0892
imei-2,81,76.25077,10.12444
imei-3,81,76.46363,10.02302
imei-4,81,76.5152,10.03525
imei-5,81,76.23799,10.13783
imei-6,81,76.2636,10.1038
imei-7,81,76.28756,9.99082
imei-8,81,76.32208,10.01135
imei-9,81,76.31335,10.00515
imei-10,81,76.34721,10.01787
imei-11,81,76.34808,10.1117
imei-12,81,76.36082,10.16014
imei-13,81,76.31653,10.02826
imei-14,81,76.33633,10.02889
imei-1,82,76.26739,10.08941
imei-2,82,76.25098,10.1244
imei-3,82,76.46374,10.02295
imei-4,82,76.5151,10.03508
imei-5,82,76.23809,10.1377
imei-6,82,76.26358,10.10395
imei-7,82,76.28763,9.99089
imei-8,82,76.32192,10.01129
imei-9,82,76.31363,10.00522
imei-10,82,76.3467,10.01793
imei-11,82,76.3471,10.11278
imei-12,82,76.36076,10.1601
imei-13,82,76.31658,10.02832
imei-14,82,76.33629,10.029
imei-1,83,76.26736,10.08947
imei-2,83,76.2511,10.12436
imei-3,83,76.46406,10.02274
imei-4,83,76.51503,10.03494
imei-5,83,76.23819,10.13754
imei-6,83,76.26354,10.10416
imei-7,83,76.28776,9.99098
imei-8,83,76.32173,10.01121
imei-9,83,76.31372,10.00521
imei-10,83,76.34629,10.01799
imei-11,83,76.34651,10.11346
imei-12,83,76.36059,10.15999
imei-13,83,76.3167,10.02845
imei-14,83,76.33625,10.02917
imei-1,84,76.26732,10.08955
imei-2,84,76.2513,10.1243
imei-3,84,76.46486,10.02219
imei-4,84,76.51498,10.03487
imei-5,84,76.23825,10.13746
imei-6,84,76.26341,10.10443
imei-7,84,76.28824,9.99133
imei-8,84,76.32161,10.01114
imei-9,84,76.31393,10.00526
imei-10,84,76.34566,10.01804
imei-11,84,76.34626,10.11373
imei-12,84,76.36053,10.15996
imei-13,84,76.3168,10.02858
imei-14,84,76.33622,10.02938
imei-1,85,76.26725,10.0897
imei-2,85,76.25152,10.12423
imei-3,85,76.46513,10.02201
imei-4,85,76.51493,10.03482
imei-5,85,76.2384,10.13722
imei-6,85,76.26335,10.10453
imei-7,85,76.28839,9.99144
imei-8,85,76.32148,10.01109
imei-9,85,76.31418,10.00535
imei-10,85,76.34557,10.01802
imei-11,85,76.34622,10.11377
imei-12,85,76.3604,10.1599
imei-13,85,76.31691,10.02877
imei-14,85,76.33621,10.0295
imei-1,86,76.26713,10.09
imei-2,86,76.25178,10.12412
imei-3,86,76.46543,10.02177
imei-4,86,76.51486,10.03477
imei-5,86,76.23849,10.13708
imei-6,86,76.26331,10.1046
imei-7,86,76.28854,9.99155
imei-8,86,76.32136,10.01103
imei-9,86,76.31434,10.00541
imei-10,86,76.34548,10.01801
imei-11,86,76.34619,10.1138
imei-12,86,76.36001,10.15975
imei-13,86,76.31703,10.02896
imei-14,86,76.33619,10.02966
imei-1,87,76.2671,10.09007
imei-2,87,76.2519,10.12406
imei-3,87,76.46571,10.02154
imei-4,87,76.51478,10.03472
imei-5,87,76.23856,10.13694
imei-6,87,76.26319,10.10476
imei-7,87,76.28864,9.99163
imei-8,87,76.32129,10.011
imei-9,87,76.31443,10.00544
imei-10,87,76.34539,10.018
imei-11,87,76.34613,10.11385
imei-12,87,76.35972,10.15966
imei-13,87,76.31713,10.02912
imei-14,87,76.33618,10.02991
imei-1,88,76.26702,10.09025
imei-2,88,76.25197,10.12403
imei-3,88,76.46584,10.02145
imei-4,88,76.5146,10.03464
imei-5,88,76.2386,10.13687
imei-6,88,76.26291,10.10511
imei-7,88,76.28882,9.99178
imei-8,88,76.32116,10.01094
imei-9,88,76.31448,10.00547
imei-10,88,76.34525,10.01799
imei-11,88,76.34601,10.11402
imei-12,88,76.35928,10.15955
imei-13,88,76.31715,10.02915
imei-14,88,76.33617,10.03014
imei-1,89,76.26701,10.0903
imei-2,89,76.25227,10.1239
imei-3,89,76.46594,10.02139
imei-4,89,76.51444,10.03457
imei-5,89,76.23865,10.13678
imei-6,89,76.26274,10.10531
imei-7,89,76.28895,9.99191
imei-8,89,76.32105,10.01093
imei-9,89,76.31467,10.00554
imei-10,89,76.34518,10.01799
imei-11,89,76.34578,10.11434
imei-12,89,76.35901,10.15948
imei-13,89,76.31718,10.02918
imei-14,89,76.33617,10.03018
imei-1,90,76.26698,10.09039
imei-2,90,76.25268,10.12374
imei-3,90,76.46601,10.02136
imei-4,90,76.51433,10.03452
imei-5,90,76.2388,10.13651
imei-6,90,76.26261,10.10548
imei-7,90,76.28947,9.99237
imei-8,90,76.3208,10.01085
imei-9,90,76.31468,10.00554
imei-10,90,76.34511,10.018
imei-11,90,76.34563,10.11453
imei-12,90,76.35881,10.15944
imei-13,90,76.31722,10.02924
imei-14,90,76.33613,10.0304
imei-1,91,76.26693,10.09056
imei-2,91,76.25279,10.1237
imei-3,91,76.46615,10.02132
imei-4,91,76.51424,10.03447
imei-5,91,76.2389,10.13631
imei-6,91,76.26248,10.10566
imei-7,91,76.28969,9.99257
imei-8,91,76.32063,10.0108
imei-9,91,76.31488,10.00563
imei-10,91,76.34504,10.01802
imei-11,91,76.34552,10.11468
imei-12,91,76.35861,10.1594
imei-13,91,76.31735,10.0294
imei-14,91,76.33607,10.03138
imei-1,92,76.2669,10.09072
imei-2,92,76.25292,10.12369
imei-3,92,76.4663,10.02129
imei-4,92,76.51402,10.03431
imei-5,92,76.23898,10.13613
imei-6,92,76.26234,10.10589
imei-7,92,76.2898,9.99267
imei-8,92,76.32041,10.01074
imei-9,92,76.31502,10.00569
imei-10,92,76.3449449,10.01806
imei-11,92,76.34538,10.11487
imei-12,92,76.35847,10.15936
imei-13,92,76.3174,10.02946
imei-14,92,76.33609,10.03141
imei-1,93,76.26688,10.09088
imei-2,93,76.25318,10.12366
imei-3,93,76.46646,10.02126
imei-4,93,76.51375,10.03414
imei-5,93,76.23905,10.13599
imei-6,93,76.26224,10.10607
imei-7,93,76.28991,9.99277
imei-8,93,76.32039,10.01073
imei-9,93,76.31514,10.00575
imei-10,93,76.34494,10.01806
imei-11,93,76.34533,10.11493
imei-12,93,76.35837,10.15932
imei-13,93,76.31744,10.02951
imei-14,93,76.33609,10.03143
imei-1,94,76.26687,10.09097
imei-2,94,76.25332,10.12364
imei-3,94,76.46671,10.02123
imei-4,94,76.51343,10.03391
imei-5,94,76.23908,10.13593
imei-6,94,76.26216,10.10626
imei-7,94,76.28998,9.99285
imei-8,94,76.32013,10.01066
imei-9,94,76.31525,10.0058
imei-10,94,76.34487,10.01816
imei-11,94,76.34522,10.1151
imei-12,94,76.35822,10.15922
imei-13,94,76.31749,10.02955
imei-14,94,76.3361,10.03144
imei-1,95,76.26681,10.09129
imei-2,95,76.2534,10.12362
imei-3,95,76.46698,10.02123
imei-4,95,76.5133,10.0338
imei-5,95,76.2392,10.1357
imei-6,95,76.26203,10.10659
imei-7,95,76.29009,9.99297
imei-8,95,76.31992,10.01062
imei-9,95,76.31535,10.00585
imei-10,95,76.34483,10.01821
imei-11,95,76.34512,10.11528
imei-12,95,76.35811,10.15913
imei-13,95,76.3176,10.02964
imei-14,95,76.33611,10.03151
imei-1,96,76.26675,10.09153
imei-2,96,76.25345,10.1236
imei-3,96,76.46718,10.02124
imei-4,96,76.5132,10.03372
imei-5,96,76.23934,10.1354
imei-6,96,76.26201,10.10664
imei-7,96,76.29032,9.99323
imei-8,96,76.31939,10.01045
imei-9,96,76.31541,10.00593
imei-10,96,76.34479,10.01825
imei-11,96,76.34503,10.11549
imei-12,96,76.35787,10.15893
imei-13,96,76.31767,10.0297
imei-14,96,76.33611,10.03167
imei-1,97,76.26669,10.09175
imei-2,97,76.2535,10.12358
imei-3,97,76.46726,10.02124
imei-4,97,76.51318,10.03371
imei-5,97,76.23956,10.13498
imei-6,97,76.26193,10.10689
imei-7,97,76.29051,9.99343
imei-8,97,76.31918,10.01037
imei-9,97,76.31543,10.00595
imei-10,97,76.34455,10.01843
imei-11,97,76.34498,10.11559
imei-12,97,76.35762,10.15869
imei-13,97,76.31775,10.02975
imei-14,97,76.33609,10.03204
imei-1,98,76.26658,10.0921
imei-2,98,76.25354,10.12355
imei-3,98,76.46734,10.02123
imei-4,98,76.51314,10.03368
imei-5,98,76.23977,10.13459
imei-6,98,76.26178,10.10736
imei-7,98,76.29056,9.99348
imei-8,98,76.31914,10.01035
imei-9,98,76.31545,10.00597
imei-10,98,76.3443082,10.0185772
imei-11,98,76.3449,10.11578
imei-12,98,76.35733,10.15843
imei-13,98,76.31784,10.02981
imei-14,98,76.33607,10.03227
imei-1,99,76.26653,10.09228
imei-2,99,76.25359,10.1235
imei-3,99,76.4675,10.02117
imei-4,99,76.51308,10.03366
imei-5,99,76.24005,10.13409
imei-6,99,76.26159,10.10792
imei-7,99,76.29065,9.99357
imei-8,99,76.31914,10.01034
imei-9,99,76.31546,10.006
imei-10,99,76.34431,10.01858
imei-11,99,76.34483,10.11594
imei-12,99,76.35708,10.15823
imei-13,99,76.31794,10.02986
imei-14,99,76.33603,10.03251
imei-1,100,76.2665,10.09247
imei-2,100,76.25366,10.12342
imei-3,100,76.46779,10.02105
imei-4,100,76.513,10.03365
imei-5,100,76.24023,10.13378
imei-6,100,76.26151,10.10817
imei-7,100,76.29077,9.9937
imei-8,100,76.31906,10.01029
imei-9,100,76.31547,10.00602
imei-10,100,76.3435,10.01826
imei-11,100,76.34467,10.11635
imei-12,100,76.35694,10.15812
imei-13,100,76.31802,10.0299
imei-14,100,76.33598,10.03283
imei-1,101,76.26648,10.09271
imei-2,101,76.25388,10.12316
imei-3,101,76.46796,10.021
imei-4,101,76.51293,10.03364
imei-5,101,76.24038,10.13351
imei-6,101,76.26146,10.10839
imei-7,101,76.29083,9.99376
imei-8,101,76.31892,10.01025
imei-9,101,76.31548,10.00606
imei-10,101,76.34342,10.01823
imei-11,101,76.34463,10.11644
imei-12,101,76.3566,10.1579
imei-13,101,76.31804,10.02991
imei-14,101,76.33591,10.03313
imei-1,102,76.26646,10.09287
imei-2,102,76.25395,10.12308
imei-3,102,76.46799,10.021
imei-4,102,76.51288,10.03363
imei-5,102,76.24056,10.13318
imei-6,102,76.26142,10.10857
imei-7,102,76.29091,9.99383
imei-8,102,76.31878,10.01022
imei-9,102,76.31549,10.00609
imei-10,102,76.34334,10.0182
imei-11,102,76.34458,10.11654
imei-12,102,76.35639,10.15777
imei-13,102,76.31813,10.02993
imei-14,102,76.33588,10.03335
imei-1,103,76.26645,10.09295
imei-2,103,76.25402,10.123
imei-3,103,76.46809,10.021
imei-4,103,76.51283,10.03361
imei-5,103,76.2407,10.13293
imei-6,103,76.26138,10.10871
imei-7,103,76.29198,9.99495
imei-8,103,76.31873,10.01021
imei-9,103,76.3155,10.00611
imei-10,103,76.3432,10.01817
imei-11,103,76.34452,10.11665
imei-12,103,76.35605,10.15758
imei-13,103,76.31822,10.02994
imei-14,103,76.33584,10.03353
imei-1,104,76.26643,10.09317
imei-2,104,76.25425,10.12274
imei-3,104,76.46826,10.02103
imei-4,104,76.51279,10.03358
imei-5,104,76.24095,10.13249
imei-6,104,76.26132,10.10889
imei-7,104,76.2921,9.99506
imei-8,104,76.31869,10.01019
imei-9,104,76.31551,10.00641
imei-10,104,76.34309,10.01817
imei-11,104,76.3441,10.11742
imei-12,104,76.35556,10.1573
imei-13,104,76.31825,10.02994
imei-14,104,76.3357627,10.0335111
imei-1,105,76.26642,10.09328
imei-2,105,76.25435,10.12263
imei-3,105,76.46845,10.02107
imei-4,105,76.51276,10.03355
imei-5,105,76.24097,10.13245
imei-6,105,76.26128,10.10898
imei-7,105,76.29219,9.99514
imei-8,105,76.31866,10.01018
imei-9,105,76.31553,10.00678
imei-10,105,76.3429816,10.018188
imei-11,105,76.3438,10.11799
imei-12,105,76.35544,10.15723
imei-13,105,76.3183,10.02995
imei-14,105,76.33576,10.03351
imei-1,106,76.2664,10.09342
imei-2,106,76.25441,10.12257
imei-3,106,76.4686,10.02108
imei-4,106,76.51269,10.0334
imei-5,106,76.24106,10.13226
imei-6,106,76.26122,10.10911
imei-7,106,76.29254,9.99541
imei-8,106,76.31862,10.01017
imei-9,106,76.31555,10.00696
imei-10,106,76.34298,10.01819
imei-11,106,76.34362,10.11831
imei-12,106,76.35525,10.15712
imei-13,106,76.31836,10.02995
imei-14,106,76.33573,10.03351
imei-1,107,76.26636,10.09357
imei-2,107,76.25445,10.12252
imei-3,107,76.46877,10.02108
imei-4,107,76.51263,10.03333
imei-5,107,76.2413,10.13179
imei-6,107,76.26112,10.10934
imei-7,107,76.29308,9.99582
imei-8,107,76.31858,10.01016
imei-9,107,76.31558,10.00709
imei-10,107,76.34293,10.01807
imei-11,107,76.34336,10.11877
imei-12,107,76.35519,10.15708
imei-13,107,76.31842,10.02994
imei-14,107,76.33571,10.03351
imei-1,108,76.26631,10.09369
imei-2,108,76.25449,10.12245
imei-3,108,76.46894,10.02108
imei-4,108,76.5126,10.03327
imei-5,108,76.24153,10.13134
imei-6,108,76.26107,10.10947
imei-7,108,76.29315,9.99587
imei-8,108,76.31832,10.01004
imei-9,108,76.31599,10.0082
imei-10,108,76.34287,10.01792
imei-11,108,76.34313,10.11918
imei-12,108,76.35503,10.15695
imei-13,108,76.31851,10.02994
imei-14,108,76.3357,10.03352
imei-1,109,76.26627,10.09379
imei-2,109,76.25451,10.12241
imei-3,109,76.46898,10.02108
imei-4,109,76.51258,10.03325
imei-5,109,76.24162,10.13116
imei-6,109,76.26101,10.10967
imei-7,109,76.29362,9.99622
imei-8,109,76.31814,10.00997
imei-9,109,76.316,10.00822
imei-10,109,76.34279,10.01788
imei-11,109,76.34283,10.11968
imei-12,109,76.35496,10.15688
imei-13,109,76.31859,10.02992
imei-14,109,76.33568,10.03354
imei-1,110,76.26617,10.09397
imei-2,110,76.25453,10.12234
imei-3,110,76.46938,10.02102
imei-4,110,76.51257,10.03323
imei-5,110,76.24181,10.13082
imei-6,110,76.26096,10.10993
imei-7,110,76.29379,9.99634
imei-8,110,76.31802,10.00993
imei-9,110,76.31606,10.00831
imei-10,110,76.34264,10.01768
imei-11,110,76.34261,10.11994
imei-12,110,76.35491,10.15679
imei-13,110,76.31865,10.02991
imei-14,110,76.33565,10.03358
imei-1,111,76.26606,10.09416
imei-2,111,76.25461,10.12208
imei-3,111,76.46993,10.02096
imei-4,111,76.51249,10.03318
imei-5,111,76.24193,10.1306
imei-6,111,76.26091,10.11015
imei-7,111,76.294,9.99649
imei-8,111,76.31787,10.00988
imei-9,111,76.31611,10.00837
imei-10,111,76.34259,10.01762
imei-11,111,76.34236,10.12029
imei-12,111,76.35477,10.15656
imei-13,111,76.31872,10.0299
imei-14,111,76.33563,10.03362
imei-1,112,76.26601,10.09426
imei-2,112,76.25462,10.12205
imei-3,112,76.47007,10.02094
imei-4,112,76.51243,10.03315
imei-5,112,76.24206,10.13035
imei-6,112,76.26081,10.11043
imei-7,112,76.29429,9.99669
imei-8,112,76.31764,10.00981
imei-9,112,76.31629,10.00866
imei-10,112,76.34254,10.01754
imei-11,112,76.34151,10.12141
imei-12,112,76.35463,10.15628
imei-13,112,76.31877,10.02989
imei-14,112,76.3356,10.03368
imei-1,113,76.26596,10.09438
imei-2,113,76.25466,10.12196
imei-3,113,76.47031,10.0209
imei-4,113,76.51236,10.03313
imei-5,113,76.24207,10.13032
imei-6,113,76.26073,10.11066
imei-7,113,76.29455,9.99687
imei-8,113,76.3176,10.00979
imei-9,113,76.31637,10.00876
imei-10,113,76.34249,10.01746
imei-11,113,76.3413,10.1217
imei-12,113,76.3545,10.15594
imei-13,113,76.3188,10.02989
imei-14,113,76.33559,10.03371
imei-1,114,76.26593,10.09447
imei-2,114,76.25472,10.12179
imei-3,114,76.47054,10.02087
imei-4,114,76.51232,10.03312
imei-5,114,76.24221,10.13002
imei-6,114,76.26066,10.11087
imei-7,114,76.29488,9.99712
imei-8,114,76.31757,10.00978
imei-9,114,76.31644,10.00886
imei-10,114,76.34239,10.01731
imei-11,114,76.34119,10.12185
imei-12,114,76.35445,10.15573
imei-13,114,76.31888,10.02989
imei-14,114,76.33558,10.03374
imei-1,115,76.2659,10.09456
imei-2,115,76.25483,10.12152
imei-3,115,76.47068,10.02083
imei-4,115,76.51225,10.03311
imei-5,115,76.24247,10.12942
imei-6,115,76.26058,10.11119
imei-7,115,76.29542,9.99754
imei-8,115,76.31751,10.00974
imei-9,115,76.31654,10.00897
imei-10,115,76.34237,10.01728
imei-11,115,76.3407,10.12257
imei-12,115,76.35442,10.1556
imei-13,115,76.31906,10.02989
imei-14,115,76.33555,10.0338
imei-1,116,76.26587,10.09464
imei-2,116,76.25488,10.12143
imei-3,116,76.47088,10.02077
imei-4,116,76.51214,10.03312
imei-5,116,76.24266,10.12897
imei-6,116,76.26054,10.11138
imei-7,116,76.29613,9.99811
imei-8,116,76.31748,10.00972
imei-9,116,76.31661,10.00903
imei-10,116,76.34227,10.01713
imei-11,116,76.34069,10.12258
imei-12,116,76.3544,10.15548
imei-13,116,76.31917,10.02989
imei-14,116,76.33553,10.03383
imei-1,117,76.26583,10.09483
imei-2,117,76.25491,10.12133
imei-3,117,76.47096,10.02074
imei-4,117,76.51179,10.03314
imei-5,117,76.24281,10.12857
imei-6,117,76.26047,10.11167
imei-7,117,76.29628,9.99822
imei-8,117,76.31722,10.00946
imei-9,117,76.31669,10.00909
imei-10,117,76.34221,10.01699
imei-11,117,76.34063,10.12267
imei-12,117,76.3544,10.15544
imei-13,117,76.31928,10.02991
imei-14,117,76.3355,10.03386
imei-1,118,76.26581,10.09492
imei-2,118,76.25494,10.12124
imei-3,118,76.4711,10.0207
imei-4,118,76.51151,10.03313
imei-5,118,76.2429,10.12832
